text,intents
I need support for a wide range of cards and currencies.,supported_cards_and_currencies
I need support for various cards and currencies.,supported_cards_and_currencies
I would like to see a list of supported cards and currencies.,supported_cards_and_currencies
I would like to know the list of supported cards and currencies.,supported_cards_and_currencies
I am looking for a platform that accepts a wide range of cards and currencies. Can you provide me with information on the supported cards and currency options?,supported_cards_and_currencies
I would like to allow support for multiple cards and currencies.,supported_cards_and_currencies
I would like to get a virtual card.,getting_virtual_card
I want to get a virtual card.,getting_virtual_card
"I would like to get a virtual card, please.",getting_virtual_card
"I would like to request a virtual card, please.",getting_virtual_card
"I would like to get a virtual card, please.",getting_virtual_card
"I would like to obtain a virtual card, please.",getting_virtual_card
I would like to obtain a virtual card.,getting_virtual_card
I would like to get a virtual card.,getting_virtual_card
"I would like to obtain a virtual card, please.",getting_virtual_card
I would like to request a virtual card.,getting_virtual_card
I would like to obtain a virtual card. Is that possible?,getting_virtual_card
I would like to get a virtual card.,getting_virtual_card
"""I would like to get a virtual card.렝",getting_virtual_card
I want to get a virtual card.,getting_virtual_card
I would like to obtain a virtual card.,getting_virtual_card
I would like to obtain a virtual card.,getting_virtual_card
I would like to acquire a virtual card.,getting_virtual_card
"I would like to obtain a virtual card, please.",getting_virtual_card
I want to get a virtual card.,getting_virtual_card
"I would like to get a virtual card, please.",getting_virtual_card
I would like to obtain a virtual card.,getting_virtual_card
I would like to get a virtual card.,getting_virtual_card
I want to get a virtual card.,getting_virtual_card
I want to get a virtual card.,getting_virtual_card
I would like to get a virtual card.,getting_virtual_card
I would like to get a virtual card.,getting_virtual_card
"I would like to sign up for a virtual card, please.",getting_virtual_card
"I would like to get a virtual card, please.",getting_virtual_card
"I would like to get a virtual card, please.",getting_virtual_card
I want to get a virtual card.,getting_virtual_card
I want to get a virtual card.,getting_virtual_card
I would like to obtain a virtual card.,getting_virtual_card
I would like to get a virtual card.,getting_virtual_card
I would like to get a virtual card.,getting_virtual_card
I would like to get a virtual card.,getting_virtual_card
"I would like to apply for a virtual card, please.",getting_virtual_card
I would like to get a virtual card.,getting_virtual_card
I would like to request/apply for a virtual card please.,getting_virtual_card
I want to get a virtual card.,getting_virtual_card
I would like to obtain a virtual card.,getting_virtual_card
I want to get a virtual card.,getting_virtual_card
I would like to get a virtual card,getting_virtual_card
"I would like to get a virtual card, please.",getting_virtual_card
I would like to get a virtual card.,getting_virtual_card
I would like to get a virtual card.,getting_virtual_card
I would like to obtain a virtual card.,getting_virtual_card
I want to get a virtual card.,getting_virtual_card
I would like to obtain a virtual card.,getting_virtual_card
I would like to obtain a virtual card.,getting_virtual_card
"I would like to get a virtual card, please.",getting_virtual_card
"If I want... to gain card acceptance, I will say:",card_acceptance
If I want to accept card payments?,card_acceptance
I would like to accept card payments.,card_acceptance
To provide card acceptance services.,card_acceptance
"If I want to have access or ensure card acceptance, I can try the following measures:",card_acceptance
"If I want to ensure card acceptance,",card_acceptance
"If I want to increase card acceptance, I will implement various strategies and practices.",card_acceptance
"If I want card acceptance, I will ensure that the merchant or establishment accepts card payments.",card_acceptance
I need card acceptance,card_acceptance
"If I want to ensure that my card is accepted, I will say:",card_acceptance
I would like to apply for a card acceptance.,card_acceptance
I would like to inquire about the acceptance of cards at this establishment.,card_acceptance
"I would like to set up card acceptance, please.",card_acceptance
I would like to confirm if you accept card payments.,card_acceptance
I would like to know if you accept card payment.,card_acceptance
I would like to avail or utilize my card for this transaction.,card_acceptance
I would like to set up card acceptance.,card_acceptance
"If I want to increase card acceptance,",card_acceptance
I accept your card.,card_acceptance
I would like to inquire about card acceptance options.,card_acceptance
